,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
0,1.0,60.0,0.7883561643835616,65.0,8450.0,0.9958904109589041,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7.0,5.0,2003.0,2003.0,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.30647382920110194,196.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4342937456078707,0.921293042867182,0.670182841068917,0.2937456078706957,706.0,0.8832630098452883,0.0,150.0,856.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,856.0,854.0,0.0,1710.0,1.0,0.0,2.0,1.0,3.0,1.0,0.40136986301369865,8.0,0.9315068493150684,0.0,0.630891950688905,2003.0,0.3060188542422045,2.0,548.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,0.0,61.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,0.8678082191780822,0.8205479452054795,208500.0
1,2.0,20.0,0.7883561643835616,80.0,9600.0,0.9958904109589041,0.6335616438356164,0.897945205479452,0.9993150684931507,0.03219178082191781,0.9465753424657535,0.007534246575342466,0.05547945205479452,0.9897260273972602,0.8356164383561644,0.49726027397260275,6.0,8.0,1976.0,1976.0,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.5950413223140496,0.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.4342937456078707,0.921293042867182,0.09423347398030943,0.15460295151089248,978.0,0.8832630098452883,0.0,284.0,1262.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,1262.0,0.0,0.0,1262.0,0.0,1.0,2.0,0.0,3.0,1.0,0.5034246575342466,6.0,0.9315068493150684,1.0,0.630891950688905,1976.0,0.3060188542422045,2.0,460.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,298.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2007.0,0.8678082191780822,0.8205479452054795,181500.0
2,3.0,60.0,0.7883561643835616,68.0,11250.0,0.9958904109589041,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.10273972602739725,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7.0,5.0,2001.0,2002.0,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.30647382920110194,162.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4342937456078707,0.921293042867182,0.08016877637130802,0.2937456078706957,486.0,0.8832630098452883,0.0,434.0,920.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,920.0,866.0,0.0,1786.0,1.0,0.0,2.0,1.0,3.0,1.0,0.40136986301369865,6.0,0.9315068493150684,1.0,0.630891950688905,2001.0,0.3060188542422045,2.0,608.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,0.0,42.0,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.8678082191780822,0.8205479452054795,223500.0
3,4.0,70.0,0.7883561643835616,60.0,9550.0,0.9958904109589041,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.03493150684931507,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,7.0,5.0,1915.0,1970.0,0.7815068493150685,0.9821917808219178,0.1410958904109589,0.026027397260273973,0.5950413223140496,0.0,0.6205479452054794,0.8780821917808219,0.1,0.4560787069571328,0.04567814476458187,0.670182841068917,0.15460295151089248,216.0,0.8832630098452883,0.0,540.0,756.0,0.9780821917808219,0.16506849315068492,0.934931506849315,0.914324880054832,961.0,756.0,0.0,1717.0,1.0,0.0,1.0,0.0,3.0,1.0,0.40136986301369865,7.0,0.9315068493150684,1.0,0.28063814358230604,1998.0,0.43872371283538797,3.0,642.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,0.0,35.0,272.0,0.0,0.0,0.0,0.0,2.0,2006.0,0.8678082191780822,0.06917808219178082,140000.0
4,5.0,60.0,0.7883561643835616,84.0,14260.0,0.9958904109589041,0.3315068493150685,0.897945205479452,0.9993150684931507,0.03219178082191781,0.9465753424657535,0.028082191780821917,0.863013698630137,0.9897260273972602,0.8356164383561644,0.3047945205479452,8.0,5.0,2000.0,2000.0,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.30647382920110194,350.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.4342937456078707,0.921293042867182,0.15541490857946555,0.2937456078706957,655.0,0.8832630098452883,0.0,490.0,1145.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,1145.0,1053.0,0.0,2198.0,1.0,0.0,2.0,1.0,4.0,1.0,0.40136986301369865,9.0,0.9315068493150684,1.0,0.630891950688905,2000.0,0.3060188542422045,3.0,836.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,192.0,84.0,0.0,0.0,0.0,0.0,0.0,12.0,2008.0,0.8678082191780822,0.8205479452054795,250000.0
5,6.0,50.0,0.7883561643835616,85.0,14115.0,0.9958904109589041,0.3315068493150685,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.03356164383561644,0.863013698630137,0.9897260273972602,0.8356164383561644,0.10547945205479452,5.0,5.0,1993.0,1995.0,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.5950413223140496,0.0,0.6205479452054794,0.8780821917808219,0.002054794520547945,0.4342937456078707,0.921293042867182,0.670182841068917,0.2937456078706957,732.0,0.8832630098452883,0.0,64.0,796.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,796.0,566.0,0.0,1362.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5034246575342466,5.0,0.9315068493150684,0.0,0.630891950688905,1993.0,0.43872371283538797,2.0,480.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,40.0,30.0,0.0,320.0,0.0,0.0,700.0,10.0,2009.0,0.8678082191780822,0.8205479452054795,143000.0
6,7.0,20.0,0.7883561643835616,75.0,10084.0,0.9958904109589041,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.0589041095890411,0.863013698630137,0.9897260273972602,0.8356164383561644,0.49726027397260275,8.0,5.0,2004.0,2005.0,0.7815068493150685,0.9821917808219178,0.3527397260273973,0.3452054794520548,0.0881542699724518,186.0,0.33424657534246577,0.8780821917808219,0.44315068493150683,0.08503162333099086,0.921293042867182,0.15541490857946555,0.2937456078706957,1369.0,0.8832630098452883,0.0,317.0,1686.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,1694.0,0.0,0.0,1694.0,1.0,0.0,2.0,0.0,3.0,1.0,0.40136986301369865,7.0,0.9315068493150684,1.0,0.630891950688905,2004.0,0.3060188542422045,2.0,636.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,255.0,57.0,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.8678082191780822,0.8205479452054795,307000.0
7,8.0,60.0,0.7883561643835616,70.04995836802665,10382.0,0.9958904109589041,0.3315068493150685,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.05,0.013013698630136987,0.9897260273972602,0.8356164383561644,0.3047945205479452,7.0,6.0,1973.0,1973.0,0.7815068493150685,0.9821917808219178,0.15205479452054796,0.14178082191780822,0.0881542699724518,240.0,0.6205479452054794,0.8780821917808219,0.43424657534246575,0.4342937456078707,0.921293042867182,0.08016877637130802,0.15460295151089248,859.0,0.023206751054852322,32.0,216.0,1107.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,1107.0,983.0,0.0,2090.0,1.0,0.0,2.0,1.0,3.0,1.0,0.5034246575342466,7.0,0.9315068493150684,2.0,0.630891950688905,1973.0,0.3060188542422045,2.0,484.0,0.9506889050036258,0.9615663524292966,0.9178082191780822,235.0,204.0,228.0,0.0,0.0,0.0,350.0,11.0,2009.0,0.8678082191780822,0.8205479452054795,200000.0
8,9.0,50.0,0.14931506849315068,51.0,6120.0,0.9958904109589041,0.6335616438356164,0.897945205479452,0.9993150684931507,0.7205479452054795,0.9465753424657535,0.0773972602739726,0.03287671232876712,0.9897260273972602,0.8356164383561644,0.10547945205479452,7.0,5.0,1931.0,1950.0,0.7815068493150685,0.9821917808219178,0.03424657534246575,0.026027397260273973,0.5950413223140496,0.0,0.6205479452054794,0.8780821917808219,0.1,0.4560787069571328,0.921293042867182,0.670182841068917,0.3021784961349262,0.0,0.8832630098452883,0.0,952.0,952.0,0.9780821917808219,0.16506849315068492,0.934931506849315,0.018505825908156272,1022.0,752.0,0.0,1774.0,0.0,0.0,2.0,0.0,2.0,2.0,0.5034246575342466,8.0,0.021232876712328767,2.0,0.28063814358230604,1931.0,0.43872371283538797,2.0,468.0,0.03480783176214648,0.9615663524292966,0.9178082191780822,90.0,0.0,205.0,0.0,0.0,0.0,0.0,4.0,2008.0,0.8678082191780822,0.06917808219178082,129900.0
9,10.0,190.0,0.7883561643835616,50.0,7420.0,0.9958904109589041,0.6335616438356164,0.897945205479452,0.9993150684931507,0.18013698630136987,0.9465753424657535,0.03972602739726028,0.03287671232876712,0.0013698630136986301,0.021232876712328767,0.009589041095890411,5.0,6.0,1939.0,1950.0,0.7815068493150685,0.9821917808219178,0.1506849315068493,0.14657534246575343,0.5950413223140496,0.0,0.6205479452054794,0.8780821917808219,0.1,0.4560787069571328,0.921293042867182,0.670182841068917,0.2937456078706957,851.0,0.8832630098452883,0.0,140.0,991.0,0.9780821917808219,0.5075342465753425,0.934931506849315,0.914324880054832,1077.0,0.0,0.0,1077.0,1.0,0.0,1.0,0.0,2.0,2.0,0.5034246575342466,5.0,0.9315068493150684,2.0,0.630891950688905,1939.0,0.3060188542422045,1.0,205.0,0.01015228426395939,0.9615663524292966,0.9178082191780822,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,0.8678082191780822,0.8205479452054795,118000.0
